areaCode,areaName,areaType,date,newAdmissionsRollingRate
E92000001,England,nation,2020-07-13,1.5
E92000001,England,nation,2020-07-12,1.5
E92000001,England,nation,2020-07-11,1.6
E92000001,England,nation,2020-07-10,1.6
E92000001,England,nation,2020-07-09,1.7
E92000001,England,nation,2020-07-08,1.7
E92000001,England,nation,2020-07-07,1.8
E92000001,England,nation,2020-07-06,1.9
E92000001,England,nation,2020-07-05,2.0
E92000001,England,nation,2020-07-04,2.0
E92000001,England,nation,2020-07-03,2.2
E92000001,England,nation,2020-07-02,2.3
E92000001,England,nation,2020-07-01,2.5
E92000001,England,nation,2020-06-30,2.6
E92000001,England,nation,2020-06-29,2.8
E92000001,England,nation,2020-06-28,3.0
E92000001,England,nation,2020-06-27,3.2
E92000001,England,nation,2020-06-26,3.1
E92000001,England,nation,2020-06-25,3.1
E92000001,England,nation,2020-06-24,3.2
E92000001,England,nation,2020-06-23,3.3
E92000001,England,nation,2020-06-22,3.5
E92000001,England,nation,2020-06-21,3.6
E92000001,England,nation,2020-06-20,3.7
E92000001,England,nation,2020-06-19,3.9
E92000001,England,nation,2020-06-18,4.0
E92000001,England,nation,2020-06-17,4.0
E92000001,England,nation,2020-06-16,4.1
E92000001,England,nation,2020-06-15,4.2
E92000001,England,nation,2020-06-14,4.1
E92000001,England,nation,2020-06-13,4.2
E92000001,England,nation,2020-06-12,4.3
E92000001,England,nation,2020-06-11,4.4
E92000001,England,nation,2020-06-10,4.6
E92000001,England,nation,2020-06-09,4.8
E92000001,England,nation,2020-06-08,5.1
E92000001,England,nation,2020-06-07,5.4
E92000001,England,nation,2020-06-06,5.6
E92000001,England,nation,2020-06-05,5.9
E92000001,England,nation,2020-06-04,6.1
E92000001,England,nation,2020-06-03,6.3
E92000001,England,nation,2020-06-02,6.4
E92000001,England,nation,2020-06-01,6.5
E92000001,England,nation,2020-05-31,6.4
E92000001,England,nation,2020-05-30,6.5
E92000001,England,nation,2020-05-29,6.6
E92000001,England,nation,2020-05-28,6.9
E92000001,England,nation,2020-05-27,7.1
E92000001,England,nation,2020-05-26,7.4
E92000001,England,nation,2020-05-25,7.7
E92000001,England,nation,2020-05-24,8.1
E92000001,England,nation,2020-05-23,8.4
E92000001,England,nation,2020-05-22,8.7
E92000001,England,nation,2020-05-21,8.9
E92000001,England,nation,2020-05-20,9.0
E92000001,England,nation,2020-05-19,9.1
E92000001,England,nation,2020-05-18,9.2
E92000001,England,nation,2020-05-17,9.5
E92000001,England,nation,2020-05-16,9.6
E92000001,England,nation,2020-05-15,9.8
E92000001,England,nation,2020-05-14,9.9
E92000001,England,nation,2020-05-13,10.3
E92000001,England,nation,2020-05-12,10.7
E92000001,England,nation,2020-05-11,10.9
E92000001,England,nation,2020-05-10,11.2
E92000001,England,nation,2020-05-09,11.8
E92000001,England,nation,2020-05-08,12.1
E92000001,England,nation,2020-05-07,12.7
E92000001,England,nation,2020-05-06,13.1
E92000001,England,nation,2020-05-05,13.5
E92000001,England,nation,2020-05-04,14.1
E92000001,England,nation,2020-05-03,14.6
E92000001,England,nation,2020-05-02,14.9
E92000001,England,nation,2020-05-01,15.1
E92000001,England,nation,2020-04-30,15.4
E92000001,England,nation,2020-04-29,15.5
E92000001,England,nation,2020-04-28,15.6
E92000001,England,nation,2020-04-27,15.9
E92000001,England,nation,2020-04-26,16.2
E92000001,England,nation,2020-04-25,16.7
E92000001,England,nation,2020-04-24,17.3
E92000001,England,nation,2020-04-23,18.0
E92000001,England,nation,2020-04-22,18.9
E92000001,England,nation,2020-04-21,19.4
E92000001,England,nation,2020-04-20,20.0
E92000001,England,nation,2020-04-19,20.7
E92000001,England,nation,2020-04-18,21.3
E92000001,England,nation,2020-04-17,22.2
E92000001,England,nation,2020-04-16,23.2
E92000001,England,nation,2020-04-15,24.2
E92000001,England,nation,2020-04-14,25.9
E92000001,England,nation,2020-04-13,27.5
E92000001,England,nation,2020-04-12,28.9
E92000001,England,nation,2020-04-11,30.3
E92000001,England,nation,2020-04-10,31.4
E92000001,England,nation,2020-04-09,32.1
E92000001,England,nation,2020-04-08,33.1
E92000001,England,nation,2020-04-07,34.0
E92000001,England,nation,2020-04-06,33.4
E92000001,England,nation,2020-04-05,33.7
E92000001,England,nation,2020-04-04,33.0
E92000001,England,nation,2020-04-03,31.7
E92000001,England,nation,2020-04-02,30.6
E92000001,England,nation,2020-04-01,28.3
E92000001,England,nation,2020-03-31,25.9
E92000001,England,nation,2020-03-30,24.3
E92000001,England,nation,2020-03-29,21.3
E92000001,England,nation,2020-03-28,19.0
E92000001,England,nation,2020-03-27,17.0
E92000001,England,nation,2020-03-26,14.8
E92000001,England,nation,2020-03-25,13.0
N92000002,Northern Ireland,nation,2023-12-11,1.5
N92000002,Northern Ireland,nation,2023-12-10,1.7
N92000002,Northern Ireland,nation,2023-12-09,1.8
N92000002,Northern Ireland,nation,2023-12-08,1.9
N92000002,Northern Ireland,nation,2023-12-07,1.7
N92000002,Northern Ireland,nation,2023-12-06,1.5
N92000002,Northern Ireland,nation,2023-12-05,1.5
N92000002,Northern Ireland,nation,2023-12-04,1.6
N92000002,Northern Ireland,nation,2023-12-03,1.6
N92000002,Northern Ireland,nation,2023-12-02,1.4
N92000002,Northern Ireland,nation,2023-12-01,1.2
N92000002,Northern Ireland,nation,2023-11-30,1.2
N92000002,Northern Ireland,nation,2023-11-29,1.4
N92000002,Northern Ireland,nation,2023-11-28,1.3
N92000002,Northern Ireland,nation,2023-11-27,1.2
N92000002,Northern Ireland,nation,2023-11-26,1.1
N92000002,Northern Ireland,nation,2023-11-25,1.1
N92000002,Northern Ireland,nation,2023-11-24,1.1
N92000002,Northern Ireland,nation,2023-11-23,1.1
N92000002,Northern Ireland,nation,2023-11-22,1.0
N92000002,Northern Ireland,nation,2023-11-21,0.9
N92000002,Northern Ireland,nation,2023-11-20,1.0
N92000002,Northern Ireland,nation,2023-11-19,1.1
N92000002,Northern Ireland,nation,2023-11-18,1.1
N92000002,Northern Ireland,nation,2023-11-17,1.1
N92000002,Northern Ireland,nation,2023-11-16,1.1
N92000002,Northern Ireland,nation,2023-11-15,1.1
N92000002,Northern Ireland,nation,2023-11-14,1.4
N92000002,Northern Ireland,nation,2023-11-13,1.4
N92000002,Northern Ireland,nation,2023-11-12,1.4
N92000002,Northern Ireland,nation,2023-11-11,1.4
N92000002,Northern Ireland,nation,2023-11-10,1.6
N92000002,Northern Ireland,nation,2023-11-09,1.6
N92000002,Northern Ireland,nation,2023-11-08,1.7
N92000002,Northern Ireland,nation,2023-11-07,1.4
N92000002,Northern Ireland,nation,2023-11-06,1.6
N92000002,Northern Ireland,nation,2023-11-05,1.6
N92000002,Northern Ireland,nation,2023-11-04,1.6
N92000002,Northern Ireland,nation,2023-11-03,1.6
N92000002,Northern Ireland,nation,2023-11-02,1.5
N92000002,Northern Ireland,nation,2023-11-01,1.5
N92000002,Northern Ireland,nation,2023-10-31,1.7
N92000002,Northern Ireland,nation,2023-10-30,1.6
N92000002,Northern Ireland,nation,2023-10-29,1.6
N92000002,Northern Ireland,nation,2023-10-28,1.8
N92000002,Northern Ireland,nation,2023-10-27,1.7
N92000002,Northern Ireland,nation,2023-10-26,2.0
N92000002,Northern Ireland,nation,2023-10-25,2.0
N92000002,Northern Ireland,nation,2023-10-24,2.0
N92000002,Northern Ireland,nation,2023-10-23,2.1
N92000002,Northern Ireland,nation,2023-10-22,2.3
N92000002,Northern Ireland,nation,2023-10-21,2.3
N92000002,Northern Ireland,nation,2023-10-20,2.3
N92000002,Northern Ireland,nation,2023-10-19,2.1
N92000002,Northern Ireland,nation,2023-10-18,2.2
N92000002,Northern Ireland,nation,2023-10-17,2.3
N92000002,Northern Ireland,nation,2023-10-16,2.1
N92000002,Northern Ireland,nation,2023-10-15,2.2
N92000002,Northern Ireland,nation,2023-10-14,2.1
N92000002,Northern Ireland,nation,2023-10-13,2.3
N92000002,Northern Ireland,nation,2023-10-12,2.8
N92000002,Northern Ireland,nation,2023-10-11,3.1
N92000002,Northern Ireland,nation,2023-10-10,3.0
N92000002,Northern Ireland,nation,2023-10-09,3.5
N92000002,Northern Ireland,nation,2023-10-08,3.3
N92000002,Northern Ireland,nation,2023-10-07,3.3
N92000002,Northern Ireland,nation,2023-10-06,3.3
N92000002,Northern Ireland,nation,2023-10-05,3.1
N92000002,Northern Ireland,nation,2023-10-04,3.0
N92000002,Northern Ireland,nation,2023-10-03,3.2
N92000002,Northern Ireland,nation,2023-10-02,3.0
N92000002,Northern Ireland,nation,2023-10-01,3.0
N92000002,Northern Ireland,nation,2023-09-30,3.1
N92000002,Northern Ireland,nation,2023-09-29,3.1
N92000002,Northern Ireland,nation,2023-09-28,3.0
N92000002,Northern Ireland,nation,2023-09-27,2.8
N92000002,Northern Ireland,nation,2023-09-26,2.5
N92000002,Northern Ireland,nation,2023-09-25,2.3
N92000002,Northern Ireland,nation,2023-09-24,2.6
N92000002,Northern Ireland,nation,2023-09-23,2.5
N92000002,Northern Ireland,nation,2023-09-22,2.8
N92000002,Northern Ireland,nation,2023-09-21,2.7
N92000002,Northern Ireland,nation,2023-09-20,2.9
N92000002,Northern Ireland,nation,2023-09-19,2.8
N92000002,Northern Ireland,nation,2023-09-18,2.9
N92000002,Northern Ireland,nation,2023-09-17,2.6
N92000002,Northern Ireland,nation,2023-09-16,2.8
N92000002,Northern Ireland,nation,2023-09-15,2.5
N92000002,Northern Ireland,nation,2023-09-14,2.6
N92000002,Northern Ireland,nation,2023-09-13,2.6
N92000002,Northern Ireland,nation,2023-09-12,2.6
N92000002,Northern Ireland,nation,2023-09-11,2.7
N92000002,Northern Ireland,nation,2023-09-10,2.8
N92000002,Northern Ireland,nation,2023-09-09,2.8
N92000002,Northern Ireland,nation,2023-09-08,2.8
N92000002,Northern Ireland,nation,2023-09-07,2.9
N92000002,Northern Ireland,nation,2023-09-06,2.7
N92000002,Northern Ireland,nation,2023-09-05,2.7
N92000002,Northern Ireland,nation,2023-09-04,2.8
N92000002,Northern Ireland,nation,2023-09-03,3.0
N92000002,Northern Ireland,nation,2023-09-02,2.6
N92000002,Northern Ireland,nation,2023-09-01,2.6
N92000002,Northern Ireland,nation,2023-08-31,2.4
N92000002,Northern Ireland,nation,2023-08-30,2.3
N92000002,Northern Ireland,nation,2023-08-29,2.8
N92000002,Northern Ireland,nation,2023-08-28,3.0
N92000002,Northern Ireland,nation,2023-08-27,3.3
N92000002,Northern Ireland,nation,2023-08-26,3.5
N92000002,Northern Ireland,nation,2023-08-25,3.7
N92000002,Northern Ireland,nation,2023-08-24,4.0
N92000002,Northern Ireland,nation,2023-08-23,4.5
N92000002,Northern Ireland,nation,2023-08-22,4.2
N92000002,Northern Ireland,nation,2023-08-21,4.1
N92000002,Northern Ireland,nation,2023-08-20,3.9
N92000002,Northern Ireland,nation,2023-08-19,4.2
N92000002,Northern Ireland,nation,2023-08-18,4.1
N92000002,Northern Ireland,nation,2023-08-17,4.0
N92000002,Northern Ireland,nation,2023-08-16,4.0
N92000002,Northern Ireland,nation,2023-08-15,4.0
N92000002,Northern Ireland,nation,2023-08-14,4.0
N92000002,Northern Ireland,nation,2023-08-13,4.2
N92000002,Northern Ireland,nation,2023-08-12,3.7
N92000002,Northern Ireland,nation,2023-08-11,3.7
N92000002,Northern Ireland,nation,2023-08-10,3.3
N92000002,Northern Ireland,nation,2023-08-09,3.1
N92000002,Northern Ireland,nation,2023-08-08,3.3
N92000002,Northern Ireland,nation,2023-08-07,3.2
N92000002,Northern Ireland,nation,2023-08-06,2.8
N92000002,Northern Ireland,nation,2023-08-05,2.9
N92000002,Northern Ireland,nation,2023-08-04,2.7
N92000002,Northern Ireland,nation,2023-08-03,2.7
N92000002,Northern Ireland,nation,2023-08-02,2.6
N92000002,Northern Ireland,nation,2023-08-01,2.3
N92000002,Northern Ireland,nation,2023-07-31,2.0
N92000002,Northern Ireland,nation,2023-07-30,1.8
N92000002,Northern Ireland,nation,2023-07-29,1.7
N92000002,Northern Ireland,nation,2023-07-28,1.6
N92000002,Northern Ireland,nation,2023-07-27,1.7
N92000002,Northern Ireland,nation,2023-07-26,1.6
N92000002,Northern Ireland,nation,2023-07-25,1.4
N92000002,Northern Ireland,nation,2023-07-24,1.4
N92000002,Northern Ireland,nation,2023-07-23,1.5
N92000002,Northern Ireland,nation,2023-07-22,1.7
N92000002,Northern Ireland,nation,2023-07-21,1.6
N92000002,Northern Ireland,nation,2023-07-20,1.6
N92000002,Northern Ireland,nation,2023-07-19,1.6
N92000002,Northern Ireland,nation,2023-07-18,1.4
N92000002,Northern Ireland,nation,2023-07-17,1.4
N92000002,Northern Ireland,nation,2023-07-16,1.3
N92000002,Northern Ireland,nation,2023-07-15,0.9
N92000002,Northern Ireland,nation,2023-07-14,1.1
N92000002,Northern Ireland,nation,2023-07-13,1.2
N92000002,Northern Ireland,nation,2023-07-12,1.0
N92000002,Northern Ireland,nation,2023-07-11,1.1
N92000002,Northern Ireland,nation,2023-07-10,1.1
N92000002,Northern Ireland,nation,2023-07-09,0.9
N92000002,Northern Ireland,nation,2023-07-08,0.9
N92000002,Northern Ireland,nation,2023-07-07,0.7
N92000002,Northern Ireland,nation,2023-07-06,0.5
N92000002,Northern Ireland,nation,2023-07-05,0.5
N92000002,Northern Ireland,nation,2023-07-04,0.4
N92000002,Northern Ireland,nation,2023-07-03,0.2
N92000002,Northern Ireland,nation,2023-07-02,0.3
N92000002,Northern Ireland,nation,2023-07-01,0.3
N92000002,Northern Ireland,nation,2023-06-30,0.4
N92000002,Northern Ireland,nation,2023-06-29,0.5
N92000002,Northern Ireland,nation,2023-06-28,0.5
N92000002,Northern Ireland,nation,2023-06-27,0.7
N92000002,Northern Ireland,nation,2023-06-26,0.7
N92000002,Northern Ireland,nation,2023-06-25,0.7
N92000002,Northern Ireland,nation,2023-06-24,0.7
N92000002,Northern Ireland,nation,2023-06-23,0.7
N92000002,Northern Ireland,nation,2023-06-22,0.8
N92000002,Northern Ireland,nation,2023-06-21,0.8
N92000002,Northern Ireland,nation,2023-06-20,0.9
N92000002,Northern Ireland,nation,2023-06-19,1.0
N92000002,Northern Ireland,nation,2023-06-18,1.2
N92000002,Northern Ireland,nation,2023-06-17,1.3
N92000002,Northern Ireland,nation,2023-06-16,1.3
N92000002,Northern Ireland,nation,2023-06-15,1.2
N92000002,Northern Ireland,nation,2023-06-14,1.3
N92000002,Northern Ireland,nation,2023-06-13,1.2
N92000002,Northern Ireland,nation,2023-06-12,1.2
N92000002,Northern Ireland,nation,2023-06-11,1.2
N92000002,Northern Ireland,nation,2023-06-10,1.2
N92000002,Northern Ireland,nation,2023-06-09,1.2
N92000002,Northern Ireland,nation,2023-06-08,1.1
N92000002,Northern Ireland,nation,2023-06-07,1.0
N92000002,Northern Ireland,nation,2023-06-06,0.9
N92000002,Northern Ireland,nation,2023-06-05,0.9
N92000002,Northern Ireland,nation,2023-06-04,0.8
N92000002,Northern Ireland,nation,2023-06-03,1.1
N92000002,Northern Ireland,nation,2023-06-02,1.1
N92000002,Northern Ireland,nation,2023-06-01,1.3
N92000002,Northern Ireland,nation,2023-05-31,1.5
N92000002,Northern Ireland,nation,2023-05-30,1.7
N92000002,Northern Ireland,nation,2023-05-29,1.8
N92000002,Northern Ireland,nation,2023-05-28,1.8
N92000002,Northern Ireland,nation,2023-05-27,1.6
N92000002,Northern Ireland,nation,2023-05-26,1.6
N92000002,Northern Ireland,nation,2023-05-25,1.5
N92000002,Northern Ireland,nation,2023-05-24,1.5
N92000002,Northern Ireland,nation,2023-05-23,1.3
N92000002,Northern Ireland,nation,2023-05-22,1.2
N92000002,Northern Ireland,nation,2023-05-21,1.3
N92000002,Northern Ireland,nation,2023-05-20,1.4
N92000002,Northern Ireland,nation,2023-05-19,1.4
N92000002,Northern Ireland,nation,2023-05-18,1.7
N92000002,Northern Ireland,nation,2023-05-17,1.9
N92000002,Northern Ireland,nation,2023-05-16,2.2
N92000002,Northern Ireland,nation,2023-05-15,2.2
N92000002,Northern Ireland,nation,2023-05-14,2.2
N92000002,Northern Ireland,nation,2023-05-13,2.4
N92000002,Northern Ireland,nation,2023-05-12,2.3
N92000002,Northern Ireland,nation,2023-05-11,2.3
N92000002,Northern Ireland,nation,2023-05-10,2.1
N92000002,Northern Ireland,nation,2023-05-09,1.9
N92000002,Northern Ireland,nation,2023-05-08,1.7
N92000002,Northern Ireland,nation,2023-05-07,1.6
N92000002,Northern Ireland,nation,2023-05-06,1.5
N92000002,Northern Ireland,nation,2023-05-05,1.8
N92000002,Northern Ireland,nation,2023-05-04,1.8
N92000002,Northern Ireland,nation,2023-05-03,2.0
N92000002,Northern Ireland,nation,2023-05-02,2.2
N92000002,Northern Ireland,nation,2023-05-01,2.4
N92000002,Northern Ireland,nation,2023-04-30,2.7
N92000002,Northern Ireland,nation,2023-04-29,2.7
N92000002,Northern Ireland,nation,2023-04-28,2.6
N92000002,Northern Ireland,nation,2023-04-27,2.5
N92000002,Northern Ireland,nation,2023-04-26,2.5
N92000002,Northern Ireland,nation,2023-04-25,2.4
N92000002,Northern Ireland,nation,2023-04-24,2.4
N92000002,Northern Ireland,nation,2023-04-23,2.6
N92000002,Northern Ireland,nation,2023-04-22,3.0
N92000002,Northern Ireland,nation,2023-04-21,3.0
N92000002,Northern Ireland,nation,2023-04-20,3.1
N92000002,Northern Ireland,nation,2023-04-19,3.1
N92000002,Northern Ireland,nation,2023-04-18,3.3
N92000002,Northern Ireland,nation,2023-04-17,3.2
N92000002,Northern Ireland,nation,2023-04-16,3.2
N92000002,Northern Ireland,nation,2023-04-15,3.0
N92000002,Northern Ireland,nation,2023-04-14,3.2
N92000002,Northern Ireland,nation,2023-04-13,3.4
N92000002,Northern Ireland,nation,2023-04-12,3.3
N92000002,Northern Ireland,nation,2023-04-11,3.3
N92000002,Northern Ireland,nation,2023-04-10,3.7
N92000002,Northern Ireland,nation,2023-04-09,3.7
N92000002,Northern Ireland,nation,2023-04-08,3.9
N92000002,Northern Ireland,nation,2023-04-07,3.9
N92000002,Northern Ireland,nation,2023-04-06,3.7
N92000002,Northern Ireland,nation,2023-04-05,3.9
N92000002,Northern Ireland,nation,2023-04-04,4.1
N92000002,Northern Ireland,nation,2023-04-03,4.1
N92000002,Northern Ireland,nation,2023-04-02,3.9
N92000002,Northern Ireland,nation,2023-04-01,3.9
N92000002,Northern Ireland,nation,2023-03-31,3.9
N92000002,Northern Ireland,nation,2023-03-30,4.1
N92000002,Northern Ireland,nation,2023-03-29,4.2
N92000002,Northern Ireland,nation,2023-03-28,4.1
N92000002,Northern Ireland,nation,2023-03-27,4.4
N92000002,Northern Ireland,nation,2023-03-26,4.4
N92000002,Northern Ireland,nation,2023-03-25,4.2
N92000002,Northern Ireland,nation,2023-03-24,4.2
N92000002,Northern Ireland,nation,2023-03-23,3.9
N92000002,Northern Ireland,nation,2023-03-22,3.7
N92000002,Northern Ireland,nation,2023-03-21,3.5
N92000002,Northern Ireland,nation,2023-03-20,3.0
N92000002,Northern Ireland,nation,2023-03-19,3.0
N92000002,Northern Ireland,nation,2023-03-18,2.8
N92000002,Northern Ireland,nation,2023-03-17,2.7
N92000002,Northern Ireland,nation,2023-03-16,2.7
N92000002,Northern Ireland,nation,2023-03-15,2.6
N92000002,Northern Ireland,nation,2023-03-14,2.7
N92000002,Northern Ireland,nation,2023-03-13,2.6
N92000002,Northern Ireland,nation,2023-03-12,2.4
N92000002,Northern Ireland,nation,2023-03-11,2.5
N92000002,Northern Ireland,nation,2023-03-10,2.4
N92000002,Northern Ireland,nation,2023-03-09,2.6
N92000002,Northern Ireland,nation,2023-03-08,2.3
N92000002,Northern Ireland,nation,2023-03-07,2.2
N92000002,Northern Ireland,nation,2023-03-06,2.2
N92000002,Northern Ireland,nation,2023-03-05,2.1
N92000002,Northern Ireland,nation,2023-03-04,1.8
N92000002,Northern Ireland,nation,2023-03-03,1.9
N92000002,Northern Ireland,nation,2023-03-02,1.6
N92000002,Northern Ireland,nation,2023-03-01,1.6
N92000002,Northern Ireland,nation,2023-02-28,1.4
N92000002,Northern Ireland,nation,2023-02-27,1.4
N92000002,Northern Ireland,nation,2023-02-26,1.4
N92000002,Northern Ireland,nation,2023-02-25,1.4
N92000002,Northern Ireland,nation,2023-02-24,1.3
N92000002,Northern Ireland,nation,2023-02-23,1.3
N92000002,Northern Ireland,nation,2023-02-22,1.4
N92000002,Northern Ireland,nation,2023-02-21,1.5
N92000002,Northern Ireland,nation,2023-02-20,1.8
N92000002,Northern Ireland,nation,2023-02-19,1.9
N92000002,Northern Ireland,nation,2023-02-18,2.1
N92000002,Northern Ireland,nation,2023-02-17,2.1
N92000002,Northern Ireland,nation,2023-02-16,2.0
N92000002,Northern Ireland,nation,2023-02-15,2.1
N92000002,Northern Ireland,nation,2023-02-14,1.9
N92000002,Northern Ireland,nation,2023-02-13,1.6
N92000002,Northern Ireland,nation,2023-02-12,1.4
N92000002,Northern Ireland,nation,2023-02-11,1.4
N92000002,Northern Ireland,nation,2023-02-10,1.4
N92000002,Northern Ireland,nation,2023-02-09,1.4
N92000002,Northern Ireland,nation,2023-02-08,1.2
N92000002,Northern Ireland,nation,2023-02-07,1.3
N92000002,Northern Ireland,nation,2023-02-06,1.5
N92000002,Northern Ireland,nation,2023-02-05,1.7
N92000002,Northern Ireland,nation,2023-02-04,1.7
N92000002,Northern Ireland,nation,2023-02-03,1.5
N92000002,Northern Ireland,nation,2023-02-02,1.5
N92000002,Northern Ireland,nation,2023-02-01,1.7
N92000002,Northern Ireland,nation,2023-01-31,1.8
N92000002,Northern Ireland,nation,2023-01-30,1.7
N92000002,Northern Ireland,nation,2023-01-29,1.4
N92000002,Northern Ireland,nation,2023-01-28,1.3
N92000002,Northern Ireland,nation,2023-01-27,1.5
N92000002,Northern Ireland,nation,2023-01-26,1.7
N92000002,Northern Ireland,nation,2023-01-25,1.5
N92000002,Northern Ireland,nation,2023-01-24,1.6
N92000002,Northern Ireland,nation,2023-01-23,2.0
N92000002,Northern Ireland,nation,2023-01-22,2.5
N92000002,Northern Ireland,nation,2023-01-21,2.8
N92000002,Northern Ireland,nation,2023-01-20,3.4
N92000002,Northern Ireland,nation,2023-01-19,3.9
N92000002,Northern Ireland,nation,2023-01-18,4.4
N92000002,Northern Ireland,nation,2023-01-17,4.5
N92000002,Northern Ireland,nation,2023-01-16,4.8
N92000002,Northern Ireland,nation,2023-01-15,5.2
N92000002,Northern Ireland,nation,2023-01-14,5.1
N92000002,Northern Ireland,nation,2023-01-13,5.3
N92000002,Northern Ireland,nation,2023-01-12,5.4
N92000002,Northern Ireland,nation,2023-01-11,5.8
N92000002,Northern Ireland,nation,2023-01-10,6.7
N92000002,Northern Ireland,nation,2023-01-09,6.5
N92000002,Northern Ireland,nation,2023-01-08,6.5
N92000002,Northern Ireland,nation,2023-01-07,7.5
N92000002,Northern Ireland,nation,2023-01-06,8.2
N92000002,Northern Ireland,nation,2023-01-05,8.9
N92000002,Northern Ireland,nation,2023-01-04,9.0
N92000002,Northern Ireland,nation,2023-01-03,8.9
N92000002,Northern Ireland,nation,2023-01-02,9.4
N92000002,Northern Ireland,nation,2023-01-01,9.7
N92000002,Northern Ireland,nation,2022-12-31,8.8
N92000002,Northern Ireland,nation,2022-12-30,7.9
N92000002,Northern Ireland,nation,2022-12-29,7.4
N92000002,Northern Ireland,nation,2022-12-28,7.2
N92000002,Northern Ireland,nation,2022-12-27,6.9
N92000002,Northern Ireland,nation,2022-12-26,6.3
N92000002,Northern Ireland,nation,2022-12-25,6.1
N92000002,Northern Ireland,nation,2022-12-24,6.5
N92000002,Northern Ireland,nation,2022-12-23,6.5
N92000002,Northern Ireland,nation,2022-12-22,6.5
N92000002,Northern Ireland,nation,2022-12-21,6.3
N92000002,Northern Ireland,nation,2022-12-20,6.2
N92000002,Northern Ireland,nation,2022-12-19,6.4
N92000002,Northern Ireland,nation,2022-12-18,6.1
N92000002,Northern Ireland,nation,2022-12-17,5.7
N92000002,Northern Ireland,nation,2022-12-16,5.6
N92000002,Northern Ireland,nation,2022-12-15,5.0
N92000002,Northern Ireland,nation,2022-12-14,4.6
N92000002,Northern Ireland,nation,2022-12-13,4.4
N92000002,Northern Ireland,nation,2022-12-12,3.8
N92000002,Northern Ireland,nation,2022-12-11,3.2
N92000002,Northern Ireland,nation,2022-12-10,3.1
N92000002,Northern Ireland,nation,2022-12-09,2.6
N92000002,Northern Ireland,nation,2022-12-08,2.4
N92000002,Northern Ireland,nation,2022-12-07,2.5
N92000002,Northern Ireland,nation,2022-12-06,2.5
N92000002,Northern Ireland,nation,2022-12-05,2.5
N92000002,Northern Ireland,nation,2022-12-04,2.7
N92000002,Northern Ireland,nation,2022-12-03,2.6
N92000002,Northern Ireland,nation,2022-12-02,2.7
N92000002,Northern Ireland,nation,2022-12-01,2.8
N92000002,Northern Ireland,nation,2022-11-30,2.7
N92000002,Northern Ireland,nation,2022-11-29,2.6
N92000002,Northern Ireland,nation,2022-11-28,3.0
N92000002,Northern Ireland,nation,2022-11-27,3.0
N92000002,Northern Ireland,nation,2022-11-26,3.0
N92000002,Northern Ireland,nation,2022-11-25,3.3
N92000002,Northern Ireland,nation,2022-11-24,3.6
N92000002,Northern Ireland,nation,2022-11-23,3.5
N92000002,Northern Ireland,nation,2022-11-22,3.3
N92000002,Northern Ireland,nation,2022-11-21,3.0
N92000002,Northern Ireland,nation,2022-11-20,2.8
N92000002,Northern Ireland,nation,2022-11-19,3.0
N92000002,Northern Ireland,nation,2022-11-18,3.0
N92000002,Northern Ireland,nation,2022-11-17,2.9
N92000002,Northern Ireland,nation,2022-11-16,2.8
N92000002,Northern Ireland,nation,2022-11-15,3.1
N92000002,Northern Ireland,nation,2022-11-14,3.1
N92000002,Northern Ireland,nation,2022-11-13,3.3
N92000002,Northern Ireland,nation,2022-11-12,3.2
N92000002,Northern Ireland,nation,2022-11-11,2.8
N92000002,Northern Ireland,nation,2022-11-10,2.8
N92000002,Northern Ireland,nation,2022-11-09,2.8
N92000002,Northern Ireland,nation,2022-11-08,2.5
N92000002,Northern Ireland,nation,2022-11-07,2.7
N92000002,Northern Ireland,nation,2022-11-06,2.5
N92000002,Northern Ireland,nation,2022-11-05,2.5
N92000002,Northern Ireland,nation,2022-11-04,3.0
N92000002,Northern Ireland,nation,2022-11-03,2.9
N92000002,Northern Ireland,nation,2022-11-02,3.0
N92000002,Northern Ireland,nation,2022-11-01,3.4
N92000002,Northern Ireland,nation,2022-10-31,3.2
N92000002,Northern Ireland,nation,2022-10-30,3.6
N92000002,Northern Ireland,nation,2022-10-29,3.8
N92000002,Northern Ireland,nation,2022-10-28,3.9
N92000002,Northern Ireland,nation,2022-10-27,4.4
N92000002,Northern Ireland,nation,2022-10-26,4.6
N92000002,Northern Ireland,nation,2022-10-25,4.9
N92000002,Northern Ireland,nation,2022-10-24,5.1
N92000002,Northern Ireland,nation,2022-10-23,5.2
N92000002,Northern Ireland,nation,2022-10-22,5.1
N92000002,Northern Ireland,nation,2022-10-21,5.2
N92000002,Northern Ireland,nation,2022-10-20,4.9
N92000002,Northern Ireland,nation,2022-10-19,4.9
N92000002,Northern Ireland,nation,2022-10-18,4.8
N92000002,Northern Ireland,nation,2022-10-17,5.0
N92000002,Northern Ireland,nation,2022-10-16,4.6
N92000002,Northern Ireland,nation,2022-10-15,4.8
N92000002,Northern Ireland,nation,2022-10-14,4.7
N92000002,Northern Ireland,nation,2022-10-13,4.8
N92000002,Northern Ireland,nation,2022-10-12,5.0
N92000002,Northern Ireland,nation,2022-10-11,5.2
N92000002,Northern Ireland,nation,2022-10-10,5.2
N92000002,Northern Ireland,nation,2022-10-09,5.3
N92000002,Northern Ireland,nation,2022-10-08,5.0
N92000002,Northern Ireland,nation,2022-10-07,4.7
