interaction_type,interaction_createdAt,cumulative_comments
discussions,2022-06-28T00:00:00+00:00,27.0
discussions,2022-06-29T00:00:00+00:00,27.0
discussions,2022-06-30T00:00:00+00:00,27.0
discussions,2022-07-01T00:00:00+00:00,27.0
discussions,2022-07-02T00:00:00+00:00,27.0
discussions,2022-07-03T00:00:00+00:00,27.0
discussions,2022-07-04T00:00:00+00:00,28.0
discussions,2022-07-05T00:00:00+00:00,28.0
discussions,2022-07-06T00:00:00+00:00,28.0
discussions,2022-07-07T00:00:00+00:00,28.0
discussions,2022-07-08T00:00:00+00:00,28.0
discussions,2022-07-09T00:00:00+00:00,29.0
discussions,2022-07-10T00:00:00+00:00,29.0
discussions,2022-07-11T00:00:00+00:00,29.0
discussions,2022-07-12T00:00:00+00:00,29.0
discussions,2022-07-13T00:00:00+00:00,30.0
discussions,2022-07-14T00:00:00+00:00,30.0
discussions,2022-07-15T00:00:00+00:00,31.0
discussions,2022-07-16T00:00:00+00:00,31.0
discussions,2022-07-17T00:00:00+00:00,32.0
discussions,2022-07-18T00:00:00+00:00,32.0
discussions,2022-07-19T00:00:00+00:00,34.0
discussions,2022-07-20T00:00:00+00:00,35.0
discussions,2022-07-21T00:00:00+00:00,35.0
discussions,2022-07-22T00:00:00+00:00,36.0
discussions,2022-07-23T00:00:00+00:00,36.0
discussions,2022-07-24T00:00:00+00:00,37.0
discussions,2022-07-25T00:00:00+00:00,38.0
discussions,2022-07-26T00:00:00+00:00,41.0
discussions,2022-07-27T00:00:00+00:00,41.0
discussions,2022-07-28T00:00:00+00:00,41.0
discussions,2022-07-29T00:00:00+00:00,41.0
discussions,2022-07-30T00:00:00+00:00,42.0
discussions,2022-07-31T00:00:00+00:00,42.0
discussions,2022-08-01T00:00:00+00:00,42.0
discussions,2022-08-02T00:00:00+00:00,42.0
discussions,2022-08-03T00:00:00+00:00,42.0
discussions,2022-08-04T00:00:00+00:00,42.0
discussions,2022-08-05T00:00:00+00:00,43.0
discussions,2022-08-06T00:00:00+00:00,43.0
discussions,2022-08-07T00:00:00+00:00,43.0
discussions,2022-08-08T00:00:00+00:00,43.0
discussions,2022-08-09T00:00:00+00:00,44.0
discussions,2022-08-10T00:00:00+00:00,45.0
discussions,2022-08-11T00:00:00+00:00,46.0
discussions,2022-08-12T00:00:00+00:00,48.0
discussions,2022-08-13T00:00:00+00:00,48.0
discussions,2022-08-14T00:00:00+00:00,49.0
discussions,2022-08-15T00:00:00+00:00,49.0
discussions,2022-08-16T00:00:00+00:00,49.0
discussions,2022-08-17T00:00:00+00:00,50.0
discussions,2022-08-18T00:00:00+00:00,50.0
discussions,2022-08-19T00:00:00+00:00,51.0
discussions,2022-08-20T00:00:00+00:00,51.0
discussions,2022-08-21T00:00:00+00:00,51.0
discussions,2022-08-22T00:00:00+00:00,51.0
discussions,2022-08-23T00:00:00+00:00,52.0
discussions,2022-08-24T00:00:00+00:00,52.0
discussions,2022-08-25T00:00:00+00:00,52.0
discussions,2022-08-26T00:00:00+00:00,53.0
discussions,2022-08-27T00:00:00+00:00,53.0
discussions,2022-08-28T00:00:00+00:00,53.0
discussions,2022-08-29T00:00:00+00:00,54.0
discussions,2022-08-30T00:00:00+00:00,54.0
discussions,2022-08-31T00:00:00+00:00,55.0
discussions,2022-09-01T00:00:00+00:00,56.0
discussions,2022-09-02T00:00:00+00:00,56.0
discussions,2022-09-03T00:00:00+00:00,56.0
discussions,2022-09-04T00:00:00+00:00,56.0
discussions,2022-09-05T00:00:00+00:00,57.0
discussions,2022-09-06T00:00:00+00:00,57.0
discussions,2022-09-07T00:00:00+00:00,58.0
discussions,2022-09-08T00:00:00+00:00,58.0
discussions,2022-09-09T00:00:00+00:00,58.0
discussions,2022-09-10T00:00:00+00:00,59.0
discussions,2022-09-11T00:00:00+00:00,59.0
discussions,2022-09-12T00:00:00+00:00,60.0
discussions,2022-09-13T00:00:00+00:00,60.0
discussions,2022-09-14T00:00:00+00:00,62.0
discussions,2022-09-15T00:00:00+00:00,62.0
discussions,2022-09-16T00:00:00+00:00,62.0
discussions,2022-09-17T00:00:00+00:00,62.0
discussions,2022-09-18T00:00:00+00:00,63.0
discussions,2022-09-19T00:00:00+00:00,63.0
discussions,2022-09-20T00:00:00+00:00,65.0
discussions,2022-09-21T00:00:00+00:00,66.0
discussions,2022-09-22T00:00:00+00:00,66.0
discussions,2022-09-23T00:00:00+00:00,66.0
discussions,2022-09-24T00:00:00+00:00,66.0
discussions,2022-09-25T00:00:00+00:00,66.0
discussions,2022-09-26T00:00:00+00:00,66.0
discussions,2022-09-27T00:00:00+00:00,66.0
discussions,2022-09-28T00:00:00+00:00,66.0
discussions,2022-09-29T00:00:00+00:00,67.0
discussions,2022-09-30T00:00:00+00:00,68.0
discussions,2022-10-01T00:00:00+00:00,68.0
discussions,2022-10-02T00:00:00+00:00,68.0
discussions,2022-10-03T00:00:00+00:00,69.0
discussions,2022-10-04T00:00:00+00:00,70.0
discussions,2022-10-05T00:00:00+00:00,71.0
discussions,2022-10-06T00:00:00+00:00,71.0
discussions,2022-10-07T00:00:00+00:00,71.0
discussions,2022-10-08T00:00:00+00:00,71.0
discussions,2022-10-09T00:00:00+00:00,71.0
discussions,2022-10-10T00:00:00+00:00,71.0
discussions,2022-10-11T00:00:00+00:00,72.0
discussions,2022-10-12T00:00:00+00:00,73.0
discussions,2022-10-13T00:00:00+00:00,74.0
discussions,2022-10-14T00:00:00+00:00,75.0
discussions,2022-10-15T00:00:00+00:00,75.0
discussions,2022-10-16T00:00:00+00:00,75.0
discussions,2022-10-17T00:00:00+00:00,75.0
discussions,2022-10-18T00:00:00+00:00,76.0
discussions,2022-10-19T00:00:00+00:00,76.0
discussions,2022-10-20T00:00:00+00:00,78.0
discussions,2022-10-21T00:00:00+00:00,80.0
discussions,2022-10-22T00:00:00+00:00,80.0
discussions,2022-10-23T00:00:00+00:00,81.0
discussions,2022-10-24T00:00:00+00:00,81.0
discussions,2022-10-25T00:00:00+00:00,82.0
discussions,2022-10-26T00:00:00+00:00,82.0
discussions,2022-10-27T00:00:00+00:00,82.0
discussions,2022-10-28T00:00:00+00:00,83.0
discussions,2022-10-29T00:00:00+00:00,83.0
discussions,2022-10-30T00:00:00+00:00,83.0
discussions,2022-10-31T00:00:00+00:00,84.0
discussions,2022-11-01T00:00:00+00:00,85.0
discussions,2022-11-02T00:00:00+00:00,86.0
discussions,2022-11-03T00:00:00+00:00,86.0
discussions,2022-11-04T00:00:00+00:00,87.0
discussions,2022-11-05T00:00:00+00:00,87.0
discussions,2022-11-06T00:00:00+00:00,87.0
discussions,2022-11-07T00:00:00+00:00,87.0
discussions,2022-11-08T00:00:00+00:00,87.0
discussions,2022-11-09T00:00:00+00:00,87.0
discussions,2022-11-10T00:00:00+00:00,88.0
discussions,2022-11-11T00:00:00+00:00,88.0
discussions,2022-11-12T00:00:00+00:00,89.0
discussions,2022-11-13T00:00:00+00:00,90.0
discussions,2022-11-14T00:00:00+00:00,92.0
discussions,2022-11-15T00:00:00+00:00,94.0
discussions,2022-11-16T00:00:00+00:00,95.0
discussions,2022-11-17T00:00:00+00:00,96.0
discussions,2022-11-18T00:00:00+00:00,97.0
discussions,2022-11-19T00:00:00+00:00,97.0
discussions,2022-11-20T00:00:00+00:00,97.0
discussions,2022-11-21T00:00:00+00:00,97.0
discussions,2022-11-22T00:00:00+00:00,97.0
discussions,2022-11-23T00:00:00+00:00,97.0
discussions,2022-11-24T00:00:00+00:00,98.0
discussions,2022-11-25T00:00:00+00:00,98.0
discussions,2022-11-26T00:00:00+00:00,98.0
discussions,2022-11-27T00:00:00+00:00,98.0
discussions,2022-11-28T00:00:00+00:00,98.0
discussions,2022-11-29T00:00:00+00:00,99.0
discussions,2022-11-30T00:00:00+00:00,99.0
discussions,2022-12-01T00:00:00+00:00,99.0
discussions,2022-12-02T00:00:00+00:00,100.0
discussions,2022-12-03T00:00:00+00:00,100.0
discussions,2022-12-04T00:00:00+00:00,100.0
discussions,2022-12-05T00:00:00+00:00,100.0
discussions,2022-12-06T00:00:00+00:00,100.0
discussions,2022-12-07T00:00:00+00:00,101.0
discussions,2022-12-08T00:00:00+00:00,101.0
discussions,2022-12-09T00:00:00+00:00,101.0
discussions,2022-12-10T00:00:00+00:00,101.0
discussions,2022-12-11T00:00:00+00:00,102.0
discussions,2022-12-12T00:00:00+00:00,102.0
discussions,2022-12-13T00:00:00+00:00,103.0
discussions,2022-12-14T00:00:00+00:00,103.0
discussions,2022-12-15T00:00:00+00:00,104.0
discussions,2022-12-16T00:00:00+00:00,104.0
discussions,2022-12-17T00:00:00+00:00,104.0
discussions,2022-12-18T00:00:00+00:00,105.0
discussions,2022-12-19T00:00:00+00:00,105.0
discussions,2022-12-20T00:00:00+00:00,106.0
discussions,2022-12-21T00:00:00+00:00,107.0
discussions,2022-12-22T00:00:00+00:00,107.0
discussions,2022-12-23T00:00:00+00:00,107.0
discussions,2022-12-24T00:00:00+00:00,107.0
discussions,2022-12-25T00:00:00+00:00,107.0
discussions,2022-12-26T00:00:00+00:00,107.0
discussions,2022-12-27T00:00:00+00:00,108.0
discussions,2022-12-28T00:00:00+00:00,108.0
discussions,2022-12-29T00:00:00+00:00,108.0
discussions,2022-12-30T00:00:00+00:00,108.0
discussions,2022-12-31T00:00:00+00:00,108.0
discussions,2023-01-01T00:00:00+00:00,108.0
discussions,2023-01-02T00:00:00+00:00,108.0
discussions,2023-01-03T00:00:00+00:00,109.0
discussions,2023-01-04T00:00:00+00:00,110.0
discussions,2023-01-05T00:00:00+00:00,110.0
discussions,2023-01-06T00:00:00+00:00,110.0
discussions,2023-01-07T00:00:00+00:00,110.0
discussions,2023-01-08T00:00:00+00:00,110.0
discussions,2023-01-09T00:00:00+00:00,111.0
discussions,2023-01-10T00:00:00+00:00,112.0
discussions,2023-01-11T00:00:00+00:00,112.0
discussions,2023-01-12T00:00:00+00:00,112.0
discussions,2023-01-13T00:00:00+00:00,112.0
discussions,2023-01-14T00:00:00+00:00,112.0
discussions,2023-01-15T00:00:00+00:00,112.0
discussions,2023-01-16T00:00:00+00:00,113.0
discussions,2023-01-17T00:00:00+00:00,113.0
discussions,2023-01-18T00:00:00+00:00,113.0
discussions,2023-01-19T00:00:00+00:00,113.0
discussions,2023-01-20T00:00:00+00:00,114.0
discussions,2023-01-21T00:00:00+00:00,114.0
discussions,2023-01-22T00:00:00+00:00,114.0
discussions,2023-01-23T00:00:00+00:00,114.0
discussions,2023-01-24T00:00:00+00:00,114.0
discussions,2023-01-25T00:00:00+00:00,114.0
discussions,2023-01-26T00:00:00+00:00,115.0
discussions,2023-01-27T00:00:00+00:00,115.0
discussions,2023-01-28T00:00:00+00:00,115.0
discussions,2023-01-29T00:00:00+00:00,115.0
discussions,2023-01-30T00:00:00+00:00,115.0
discussions,2023-01-31T00:00:00+00:00,115.0
discussions,2023-02-01T00:00:00+00:00,116.0
discussions,2023-02-02T00:00:00+00:00,117.0
discussions,2023-02-03T00:00:00+00:00,117.0
discussions,2023-02-04T00:00:00+00:00,118.0
discussions,2023-02-05T00:00:00+00:00,118.0
discussions,2023-02-06T00:00:00+00:00,119.0
discussions,2023-02-07T00:00:00+00:00,120.0
discussions,2023-02-08T00:00:00+00:00,123.0
discussions,2023-02-09T00:00:00+00:00,124.0
discussions,2023-02-10T00:00:00+00:00,126.0
discussions,2023-02-11T00:00:00+00:00,126.0
discussions,2023-02-12T00:00:00+00:00,127.0
discussions,2023-02-13T00:00:00+00:00,127.0
discussions,2023-02-14T00:00:00+00:00,127.0
discussions,2023-02-15T00:00:00+00:00,128.0
discussions,2023-02-16T00:00:00+00:00,131.0
discussions,2023-02-17T00:00:00+00:00,134.0
discussions,2023-02-18T00:00:00+00:00,134.0
discussions,2023-02-19T00:00:00+00:00,135.0
discussions,2023-02-20T00:00:00+00:00,135.0
discussions,2023-02-21T00:00:00+00:00,135.0
discussions,2023-02-22T00:00:00+00:00,136.0
discussions,2023-02-23T00:00:00+00:00,136.0
discussions,2023-02-24T00:00:00+00:00,137.0
discussions,2023-02-25T00:00:00+00:00,137.0
discussions,2023-02-26T00:00:00+00:00,138.0
discussions,2023-02-27T00:00:00+00:00,139.0
discussions,2023-02-28T00:00:00+00:00,141.0
discussions,2023-03-01T00:00:00+00:00,143.0
discussions,2023-03-02T00:00:00+00:00,145.0
discussions,2023-03-03T00:00:00+00:00,145.0
discussions,2023-03-04T00:00:00+00:00,146.0
discussions,2023-03-05T00:00:00+00:00,146.0
discussions,2023-03-06T00:00:00+00:00,147.0
discussions,2023-03-07T00:00:00+00:00,147.0
discussions,2023-03-08T00:00:00+00:00,148.0
discussions,2023-03-09T00:00:00+00:00,148.0
discussions,2023-03-10T00:00:00+00:00,149.0
discussions,2023-03-11T00:00:00+00:00,149.0
discussions,2023-03-12T00:00:00+00:00,149.0
discussions,2023-03-13T00:00:00+00:00,149.0
discussions,2023-03-14T00:00:00+00:00,149.0
discussions,2023-03-15T00:00:00+00:00,149.0
discussions,2023-03-16T00:00:00+00:00,149.0
discussions,2023-03-17T00:00:00+00:00,149.0
discussions,2023-03-18T00:00:00+00:00,149.0
discussions,2023-03-19T00:00:00+00:00,149.0
discussions,2023-03-20T00:00:00+00:00,150.0
discussions,2023-03-21T00:00:00+00:00,151.0
discussions,2023-03-22T00:00:00+00:00,152.0
discussions,2023-03-23T00:00:00+00:00,152.0
discussions,2023-03-24T00:00:00+00:00,152.0
discussions,2023-03-25T00:00:00+00:00,152.0
discussions,2023-03-26T00:00:00+00:00,152.0
discussions,2023-03-27T00:00:00+00:00,152.0
discussions,2023-03-28T00:00:00+00:00,153.0
discussions,2023-03-29T00:00:00+00:00,153.0
discussions,2023-03-30T00:00:00+00:00,153.0
discussions,2023-03-31T00:00:00+00:00,153.0
discussions,2023-04-01T00:00:00+00:00,153.0
discussions,2023-04-02T00:00:00+00:00,153.0
discussions,2023-04-03T00:00:00+00:00,153.0
discussions,2023-04-04T00:00:00+00:00,153.0
discussions,2023-04-05T00:00:00+00:00,154.0
discussions,2023-04-06T00:00:00+00:00,154.0
discussions,2023-04-07T00:00:00+00:00,154.0
discussions,2023-04-08T00:00:00+00:00,154.0
discussions,2023-04-09T00:00:00+00:00,154.0
discussions,2023-04-10T00:00:00+00:00,154.0
discussions,2023-04-11T00:00:00+00:00,154.0
discussions,2023-04-12T00:00:00+00:00,154.0
discussions,2023-04-13T00:00:00+00:00,154.0
discussions,2023-04-14T00:00:00+00:00,155.0
discussions,2023-04-15T00:00:00+00:00,155.0
discussions,2023-04-16T00:00:00+00:00,155.0
discussions,2023-04-17T00:00:00+00:00,155.0
discussions,2023-04-18T00:00:00+00:00,156.0
discussions,2023-04-19T00:00:00+00:00,156.0
discussions,2023-04-20T00:00:00+00:00,157.0
discussions,2023-04-21T00:00:00+00:00,157.0
discussions,2023-04-22T00:00:00+00:00,157.0
discussions,2023-04-23T00:00:00+00:00,158.0
discussions,2023-04-24T00:00:00+00:00,158.0
discussions,2023-04-25T00:00:00+00:00,159.0
discussions,2023-04-26T00:00:00+00:00,159.0
discussions,2023-04-27T00:00:00+00:00,160.0
discussions,2023-04-28T00:00:00+00:00,160.0
discussions,2023-04-29T00:00:00+00:00,160.0
discussions,2023-04-30T00:00:00+00:00,160.0
discussions,2023-05-01T00:00:00+00:00,160.0
discussions,2023-05-02T00:00:00+00:00,160.0
discussions,2023-05-03T00:00:00+00:00,161.0
discussions,2023-05-04T00:00:00+00:00,161.0
discussions,2023-05-05T00:00:00+00:00,162.0
discussions,2023-05-06T00:00:00+00:00,164.0
discussions,2023-05-07T00:00:00+00:00,164.0
discussions,2023-05-08T00:00:00+00:00,164.0
discussions,2023-05-09T00:00:00+00:00,164.0
discussions,2023-05-10T00:00:00+00:00,164.0
discussions,2023-05-11T00:00:00+00:00,164.0
discussions,2023-05-12T00:00:00+00:00,164.0
discussions,2023-05-13T00:00:00+00:00,165.0
discussions,2023-05-14T00:00:00+00:00,165.0
discussions,2023-05-15T00:00:00+00:00,166.0
discussions,2023-05-16T00:00:00+00:00,167.0
discussions,2023-05-17T00:00:00+00:00,168.0
discussions,2023-05-18T00:00:00+00:00,169.0
discussions,2023-05-19T00:00:00+00:00,170.0
discussions,2023-05-20T00:00:00+00:00,171.0
discussions,2023-05-21T00:00:00+00:00,172.0
discussions,2023-05-22T00:00:00+00:00,172.0
discussions,2023-05-23T00:00:00+00:00,173.0
discussions,2023-05-24T00:00:00+00:00,174.0
discussions,2023-05-25T00:00:00+00:00,174.0
discussions,2023-05-26T00:00:00+00:00,174.0
discussions,2023-05-27T00:00:00+00:00,174.0
discussions,2023-05-28T00:00:00+00:00,175.0
discussions,2023-05-29T00:00:00+00:00,175.0
discussions,2023-05-30T00:00:00+00:00,175.0
discussions,2023-05-31T00:00:00+00:00,176.0
discussions,2023-06-01T00:00:00+00:00,177.0
discussions,2023-06-02T00:00:00+00:00,177.0
discussions,2023-06-03T00:00:00+00:00,178.0
discussions,2023-06-04T00:00:00+00:00,178.0
discussions,2023-06-05T00:00:00+00:00,179.0
issues,2020-06-19T00:00:00+00:00,1.0
issues,2020-06-20T00:00:00+00:00,1.0
issues,2020-06-21T00:00:00+00:00,1.0
issues,2020-06-22T00:00:00+00:00,1.0
issues,2020-06-23T00:00:00+00:00,1.0
issues,2020-06-24T00:00:00+00:00,1.0
issues,2020-06-25T00:00:00+00:00,1.0
issues,2020-06-26T00:00:00+00:00,1.0
issues,2020-06-27T00:00:00+00:00,1.0
issues,2020-06-28T00:00:00+00:00,1.0
issues,2020-06-29T00:00:00+00:00,1.0
issues,2020-06-30T00:00:00+00:00,1.0
issues,2020-07-01T00:00:00+00:00,1.0
issues,2020-07-02T00:00:00+00:00,1.0
issues,2020-07-03T00:00:00+00:00,1.0
issues,2020-07-04T00:00:00+00:00,1.0
issues,2020-07-05T00:00:00+00:00,1.0
issues,2020-07-06T00:00:00+00:00,1.0
issues,2020-07-07T00:00:00+00:00,1.0
issues,2020-07-08T00:00:00+00:00,1.0
issues,2020-07-09T00:00:00+00:00,1.0
issues,2020-07-10T00:00:00+00:00,1.0
issues,2020-07-11T00:00:00+00:00,1.0
issues,2020-07-12T00:00:00+00:00,1.0
issues,2020-07-13T00:00:00+00:00,1.0
issues,2020-07-14T00:00:00+00:00,1.0
issues,2020-07-15T00:00:00+00:00,1.0
issues,2020-07-16T00:00:00+00:00,1.0
issues,2020-07-17T00:00:00+00:00,1.0
issues,2020-07-18T00:00:00+00:00,1.0
issues,2020-07-19T00:00:00+00:00,1.0
issues,2020-07-20T00:00:00+00:00,1.0
issues,2020-07-21T00:00:00+00:00,1.0
issues,2020-07-22T00:00:00+00:00,1.0
issues,2020-07-23T00:00:00+00:00,1.0
issues,2020-07-24T00:00:00+00:00,1.0
issues,2020-07-25T00:00:00+00:00,1.0
issues,2020-07-26T00:00:00+00:00,1.0
issues,2020-07-27T00:00:00+00:00,1.0
issues,2020-07-28T00:00:00+00:00,1.0
issues,2020-07-29T00:00:00+00:00,1.0
issues,2020-07-30T00:00:00+00:00,2.0
issues,2020-07-31T00:00:00+00:00,2.0
issues,2020-08-01T00:00:00+00:00,2.0
issues,2020-08-02T00:00:00+00:00,2.0
issues,2020-08-03T00:00:00+00:00,2.0
issues,2020-08-04T00:00:00+00:00,2.0
issues,2020-08-05T00:00:00+00:00,2.0
issues,2020-08-06T00:00:00+00:00,2.0
issues,2020-08-07T00:00:00+00:00,2.0
issues,2020-08-08T00:00:00+00:00,2.0
issues,2020-08-09T00:00:00+00:00,2.0
issues,2020-08-10T00:00:00+00:00,2.0
issues,2020-08-11T00:00:00+00:00,2.0
issues,2020-08-12T00:00:00+00:00,2.0
issues,2020-08-13T00:00:00+00:00,2.0
issues,2020-08-14T00:00:00+00:00,2.0
issues,2020-08-15T00:00:00+00:00,2.0
issues,2020-08-16T00:00:00+00:00,2.0
issues,2020-08-17T00:00:00+00:00,2.0
issues,2020-08-18T00:00:00+00:00,2.0
issues,2020-08-19T00:00:00+00:00,3.0
issues,2020-08-20T00:00:00+00:00,3.0
issues,2020-08-21T00:00:00+00:00,3.0
issues,2020-08-22T00:00:00+00:00,3.0
issues,2020-08-23T00:00:00+00:00,3.0
issues,2020-08-24T00:00:00+00:00,3.0
issues,2020-08-25T00:00:00+00:00,3.0
issues,2020-08-26T00:00:00+00:00,3.0
issues,2020-08-27T00:00:00+00:00,3.0
issues,2020-08-28T00:00:00+00:00,3.0
issues,2020-08-29T00:00:00+00:00,3.0
issues,2020-08-30T00:00:00+00:00,4.0
issues,2020-08-31T00:00:00+00:00,4.0
issues,2020-09-01T00:00:00+00:00,4.0
issues,2020-09-02T00:00:00+00:00,4.0
issues,2020-09-03T00:00:00+00:00,4.0
issues,2020-09-04T00:00:00+00:00,4.0
issues,2020-09-05T00:00:00+00:00,4.0
issues,2020-09-06T00:00:00+00:00,4.0
issues,2020-09-07T00:00:00+00:00,4.0
issues,2020-09-08T00:00:00+00:00,4.0
issues,2020-09-09T00:00:00+00:00,4.0
issues,2020-09-10T00:00:00+00:00,4.0
issues,2020-09-11T00:00:00+00:00,4.0
issues,2020-09-12T00:00:00+00:00,4.0
issues,2020-09-13T00:00:00+00:00,4.0
issues,2020-09-14T00:00:00+00:00,4.0
issues,2020-09-15T00:00:00+00:00,4.0
issues,2020-09-16T00:00:00+00:00,4.0
issues,2020-09-17T00:00:00+00:00,4.0
issues,2020-09-18T00:00:00+00:00,4.0
issues,2020-09-19T00:00:00+00:00,4.0
issues,2020-09-20T00:00:00+00:00,4.0
issues,2020-09-21T00:00:00+00:00,4.0
issues,2020-09-22T00:00:00+00:00,4.0
issues,2020-09-23T00:00:00+00:00,4.0
issues,2020-09-24T00:00:00+00:00,4.0
issues,2020-09-25T00:00:00+00:00,4.0
issues,2020-09-26T00:00:00+00:00,4.0
issues,2020-09-27T00:00:00+00:00,4.0
issues,2020-09-28T00:00:00+00:00,4.0
issues,2020-09-29T00:00:00+00:00,4.0
issues,2020-09-30T00:00:00+00:00,4.0
issues,2020-10-01T00:00:00+00:00,4.0
issues,2020-10-02T00:00:00+00:00,4.0
issues,2020-10-03T00:00:00+00:00,4.0
issues,2020-10-04T00:00:00+00:00,4.0
issues,2020-10-05T00:00:00+00:00,4.0
issues,2020-10-06T00:00:00+00:00,4.0
issues,2020-10-07T00:00:00+00:00,4.0
issues,2020-10-08T00:00:00+00:00,4.0
issues,2020-10-09T00:00:00+00:00,4.0
issues,2020-10-10T00:00:00+00:00,4.0
issues,2020-10-11T00:00:00+00:00,4.0
issues,2020-10-12T00:00:00+00:00,4.0
issues,2020-10-13T00:00:00+00:00,4.0
issues,2020-10-14T00:00:00+00:00,4.0
issues,2020-10-15T00:00:00+00:00,4.0
issues,2020-10-16T00:00:00+00:00,4.0
issues,2020-10-17T00:00:00+00:00,4.0
issues,2020-10-18T00:00:00+00:00,4.0
issues,2020-10-19T00:00:00+00:00,4.0
issues,2020-10-20T00:00:00+00:00,4.0
issues,2020-10-21T00:00:00+00:00,4.0
issues,2020-10-22T00:00:00+00:00,4.0
issues,2020-10-23T00:00:00+00:00,4.0
issues,2020-10-24T00:00:00+00:00,4.0
issues,2020-10-25T00:00:00+00:00,4.0
issues,2020-10-26T00:00:00+00:00,4.0
issues,2020-10-27T00:00:00+00:00,4.0
issues,2020-10-28T00:00:00+00:00,4.0
issues,2020-10-29T00:00:00+00:00,4.0
issues,2020-10-30T00:00:00+00:00,4.0
issues,2020-10-31T00:00:00+00:00,4.0
issues,2020-11-01T00:00:00+00:00,4.0
issues,2020-11-02T00:00:00+00:00,4.0
issues,2020-11-03T00:00:00+00:00,4.0
issues,2020-11-04T00:00:00+00:00,4.0
issues,2020-11-05T00:00:00+00:00,4.0
issues,2020-11-06T00:00:00+00:00,4.0
issues,2020-11-07T00:00:00+00:00,4.0
issues,2020-11-08T00:00:00+00:00,4.0
issues,2020-11-09T00:00:00+00:00,5.0
issues,2020-11-10T00:00:00+00:00,5.0
issues,2020-11-11T00:00:00+00:00,5.0
issues,2020-11-12T00:00:00+00:00,5.0
issues,2020-11-13T00:00:00+00:00,5.0
issues,2020-11-14T00:00:00+00:00,5.0
issues,2020-11-15T00:00:00+00:00,5.0
issues,2020-11-16T00:00:00+00:00,5.0
issues,2020-11-17T00:00:00+00:00,5.0
issues,2020-11-18T00:00:00+00:00,5.0
issues,2020-11-19T00:00:00+00:00,5.0
issues,2020-11-20T00:00:00+00:00,5.0
issues,2020-11-21T00:00:00+00:00,5.0
issues,2020-11-22T00:00:00+00:00,5.0
issues,2020-11-23T00:00:00+00:00,5.0
issues,2020-11-24T00:00:00+00:00,5.0
issues,2020-11-25T00:00:00+00:00,5.0
issues,2020-11-26T00:00:00+00:00,5.0
issues,2020-11-27T00:00:00+00:00,5.0
issues,2020-11-28T00:00:00+00:00,5.0
issues,2020-11-29T00:00:00+00:00,5.0
issues,2020-11-30T00:00:00+00:00,5.0
issues,2020-12-01T00:00:00+00:00,5.0
issues,2020-12-02T00:00:00+00:00,5.0
issues,2020-12-03T00:00:00+00:00,5.0
issues,2020-12-04T00:00:00+00:00,5.0
issues,2020-12-05T00:00:00+00:00,5.0
issues,2020-12-06T00:00:00+00:00,5.0
issues,2020-12-07T00:00:00+00:00,5.0
issues,2020-12-08T00:00:00+00:00,5.0
issues,2020-12-09T00:00:00+00:00,5.0
issues,2020-12-10T00:00:00+00:00,5.0
issues,2020-12-11T00:00:00+00:00,6.0
issues,2020-12-12T00:00:00+00:00,6.0
issues,2020-12-13T00:00:00+00:00,6.0
issues,2020-12-14T00:00:00+00:00,6.0
issues,2020-12-15T00:00:00+00:00,6.0
issues,2020-12-16T00:00:00+00:00,6.0
issues,2020-12-17T00:00:00+00:00,6.0
issues,2020-12-18T00:00:00+00:00,6.0
issues,2020-12-19T00:00:00+00:00,6.0
issues,2020-12-20T00:00:00+00:00,6.0
issues,2020-12-21T00:00:00+00:00,6.0
issues,2020-12-22T00:00:00+00:00,6.0
issues,2020-12-23T00:00:00+00:00,6.0
issues,2020-12-24T00:00:00+00:00,6.0
issues,2020-12-25T00:00:00+00:00,6.0
issues,2020-12-26T00:00:00+00:00,6.0
issues,2020-12-27T00:00:00+00:00,6.0
issues,2020-12-28T00:00:00+00:00,6.0
issues,2020-12-29T00:00:00+00:00,6.0
issues,2020-12-30T00:00:00+00:00,6.0
issues,2020-12-31T00:00:00+00:00,6.0
issues,2021-01-01T00:00:00+00:00,6.0
issues,2021-01-02T00:00:00+00:00,6.0
issues,2021-01-03T00:00:00+00:00,6.0
issues,2021-01-04T00:00:00+00:00,6.0
issues,2021-01-05T00:00:00+00:00,6.0
issues,2021-01-06T00:00:00+00:00,6.0
issues,2021-01-07T00:00:00+00:00,6.0
issues,2021-01-08T00:00:00+00:00,6.0
issues,2021-01-09T00:00:00+00:00,6.0
issues,2021-01-10T00:00:00+00:00,6.0
issues,2021-01-11T00:00:00+00:00,6.0
issues,2021-01-12T00:00:00+00:00,7.0
issues,2021-01-13T00:00:00+00:00,8.0
issues,2021-01-14T00:00:00+00:00,9.0
issues,2021-01-15T00:00:00+00:00,11.0
issues,2021-01-16T00:00:00+00:00,13.0
issues,2021-01-17T00:00:00+00:00,13.0
issues,2021-01-18T00:00:00+00:00,13.0
issues,2021-01-19T00:00:00+00:00,13.0
issues,2021-01-20T00:00:00+00:00,14.0
issues,2021-01-21T00:00:00+00:00,14.0
issues,2021-01-22T00:00:00+00:00,14.0
issues,2021-01-23T00:00:00+00:00,14.0
issues,2021-01-24T00:00:00+00:00,15.0
issues,2021-01-25T00:00:00+00:00,15.0
issues,2021-01-26T00:00:00+00:00,18.0
issues,2021-01-27T00:00:00+00:00,19.0
issues,2021-01-28T00:00:00+00:00,20.0
issues,2021-01-29T00:00:00+00:00,20.0
