areaCode,areaName,areaType,date,newAdmissions
E92000001,England,nation,2020-09-14,172
E92000001,England,nation,2020-09-13,153
E92000001,England,nation,2020-09-12,143
E92000001,England,nation,2020-09-11,135
E92000001,England,nation,2020-09-10,143
E92000001,England,nation,2020-09-09,136
E92000001,England,nation,2020-09-08,99
E92000001,England,nation,2020-09-07,84
E92000001,England,nation,2020-09-06,85
E92000001,England,nation,2020-09-05,94
E92000001,England,nation,2020-09-04,67
E92000001,England,nation,2020-09-03,69
E92000001,England,nation,2020-09-02,79
E92000001,England,nation,2020-09-01,58
E92000001,England,nation,2020-08-31,52
E92000001,England,nation,2020-08-30,38
E92000001,England,nation,2020-08-29,52
E92000001,England,nation,2020-08-28,44
E92000001,England,nation,2020-08-27,69
E92000001,England,nation,2020-08-26,52
E92000001,England,nation,2020-08-25,60
E92000001,England,nation,2020-08-24,41
E92000001,England,nation,2020-08-23,44
E92000001,England,nation,2020-08-22,25
E92000001,England,nation,2020-08-21,49
E92000001,England,nation,2020-08-20,45
E92000001,England,nation,2020-08-19,58
E92000001,England,nation,2020-08-18,56
E92000001,England,nation,2020-08-17,46
E92000001,England,nation,2020-08-16,39
E92000001,England,nation,2020-08-15,38
E92000001,England,nation,2020-08-14,55
E92000001,England,nation,2020-08-13,60
E92000001,England,nation,2020-08-12,51
E92000001,England,nation,2020-08-11,63
E92000001,England,nation,2020-08-10,50
E92000001,England,nation,2020-08-09,53
E92000001,England,nation,2020-08-08,78
E92000001,England,nation,2020-08-07,60
E92000001,England,nation,2020-08-06,52
E92000001,England,nation,2020-08-05,60
E92000001,England,nation,2020-08-04,58
E92000001,England,nation,2020-08-03,74
E92000001,England,nation,2020-08-02,57
E92000001,England,nation,2020-08-01,50
E92000001,England,nation,2020-07-31,55
E92000001,England,nation,2020-07-30,75
E92000001,England,nation,2020-07-29,63
E92000001,England,nation,2020-07-28,69
E92000001,England,nation,2020-07-27,82
E92000001,England,nation,2020-07-26,64
E92000001,England,nation,2020-07-25,65
E92000001,England,nation,2020-07-24,93
E92000001,England,nation,2020-07-23,109
E92000001,England,nation,2020-07-22,82
E92000001,England,nation,2020-07-21,79
E92000001,England,nation,2020-07-20,86
E92000001,England,nation,2020-07-19,72
E92000001,England,nation,2020-07-18,48
E92000001,England,nation,2020-07-17,83
E92000001,England,nation,2020-07-16,114
E92000001,England,nation,2020-07-15,116
E92000001,England,nation,2020-07-14,122
E92000001,England,nation,2020-07-13,137
E92000001,England,nation,2020-07-12,72
E92000001,England,nation,2020-07-11,97
E92000001,England,nation,2020-07-10,104
E92000001,England,nation,2020-07-09,136
E92000001,England,nation,2020-07-08,141
E92000001,England,nation,2020-07-07,148
E92000001,England,nation,2020-07-06,150
E92000001,England,nation,2020-07-05,131
E92000001,England,nation,2020-07-04,120
E92000001,England,nation,2020-07-03,146
E92000001,England,nation,2020-07-02,149
E92000001,England,nation,2020-07-01,201
E92000001,England,nation,2020-06-30,189
E92000001,England,nation,2020-06-29,172
E92000001,England,nation,2020-06-28,155
E92000001,England,nation,2020-06-27,209
E92000001,England,nation,2020-06-26,248
E92000001,England,nation,2020-06-25,256
E92000001,England,nation,2020-06-24,262
E92000001,England,nation,2020-06-23,275
E92000001,England,nation,2020-06-22,318
E92000001,England,nation,2020-06-21,215
E92000001,England,nation,2020-06-20,184
E92000001,England,nation,2020-06-19,253
E92000001,England,nation,2020-06-18,312
E92000001,England,nation,2020-06-17,334
E92000001,England,nation,2020-06-16,354
E92000001,England,nation,2020-06-15,365
E92000001,England,nation,2020-06-14,306
E92000001,England,nation,2020-06-13,265
E92000001,England,nation,2020-06-12,298
E92000001,England,nation,2020-06-11,330
E92000001,England,nation,2020-06-10,402
E92000001,England,nation,2020-06-09,397
E92000001,England,nation,2020-06-08,348
E92000001,England,nation,2020-06-07,323
E92000001,England,nation,2020-06-06,306
E92000001,England,nation,2020-06-05,380
E92000001,England,nation,2020-06-04,458
E92000001,England,nation,2020-06-03,491
E92000001,England,nation,2020-06-02,553
E92000001,England,nation,2020-06-01,522
E92000001,England,nation,2020-05-31,446
E92000001,England,nation,2020-05-30,466
E92000001,England,nation,2020-05-29,499
E92000001,England,nation,2020-05-28,570
E92000001,England,nation,2020-05-27,589
E92000001,England,nation,2020-05-26,578
E92000001,England,nation,2020-05-25,498
E92000001,England,nation,2020-05-24,497
E92000001,England,nation,2020-05-23,504
E92000001,England,nation,2020-05-22,638
E92000001,England,nation,2020-05-21,715
E92000001,England,nation,2020-05-20,732
E92000001,England,nation,2020-05-19,752
E92000001,England,nation,2020-05-18,733
E92000001,England,nation,2020-05-17,673
E92000001,England,nation,2020-05-16,671
E92000001,England,nation,2020-05-15,738
E92000001,England,nation,2020-05-14,763
E92000001,England,nation,2020-05-13,804
E92000001,England,nation,2020-05-12,844
E92000001,England,nation,2020-05-11,866
E92000001,England,nation,2020-05-10,756
E92000001,England,nation,2020-05-09,798
E92000001,England,nation,2020-05-08,743
E92000001,England,nation,2020-05-07,998
E92000001,England,nation,2020-05-06,1040
E92000001,England,nation,2020-05-05,959
E92000001,England,nation,2020-05-04,1063
E92000001,England,nation,2020-05-03,1044
E92000001,England,nation,2020-05-02,980
E92000001,England,nation,2020-05-01,1081
E92000001,England,nation,2020-04-30,1227
E92000001,England,nation,2020-04-29,1295
E92000001,England,nation,2020-04-28,1296
E92000001,England,nation,2020-04-27,1344
E92000001,England,nation,2020-04-26,1208
E92000001,England,nation,2020-04-25,1080
E92000001,England,nation,2020-04-24,1277
E92000001,England,nation,2020-04-23,1289
E92000001,England,nation,2020-04-22,1310
E92000001,England,nation,2020-04-21,1495
E92000001,England,nation,2020-04-20,1522
E92000001,England,nation,2020-04-19,1475
E92000001,England,nation,2020-04-18,1411
E92000001,England,nation,2020-04-17,1674
E92000001,England,nation,2020-04-16,1777
E92000001,England,nation,2020-04-15,1608
E92000001,England,nation,2020-04-14,1859
E92000001,England,nation,2020-04-13,1912
E92000001,England,nation,2020-04-12,1791
E92000001,England,nation,2020-04-11,1955
E92000001,England,nation,2020-04-10,2196
E92000001,England,nation,2020-04-09,2340
E92000001,England,nation,2020-04-08,2619
E92000001,England,nation,2020-04-07,2744
E92000001,England,nation,2020-04-06,2679
E92000001,England,nation,2020-04-05,2592
E92000001,England,nation,2020-04-04,2593
E92000001,England,nation,2020-04-03,2564
E92000001,England,nation,2020-04-02,2932
E92000001,England,nation,2020-04-01,3099
E92000001,England,nation,2020-03-31,2447
E92000001,England,nation,2020-03-30,2817
E92000001,England,nation,2020-03-29,2186
E92000001,England,nation,2020-03-28,1873
E92000001,England,nation,2020-03-27,1931
E92000001,England,nation,2020-03-26,1639
E92000001,England,nation,2020-03-25,1755
E92000001,England,nation,2020-03-24,1544
E92000001,England,nation,2020-03-23,1128
E92000001,England,nation,2020-03-22,859
E92000001,England,nation,2020-03-21,777
E92000001,England,nation,2020-03-20,691
E92000001,England,nation,2020-03-19,586
N92000002,Northern Ireland,nation,2023-12-11,1
N92000002,Northern Ireland,nation,2023-12-10,5
N92000002,Northern Ireland,nation,2023-12-09,3
N92000002,Northern Ireland,nation,2023-12-08,6
N92000002,Northern Ireland,nation,2023-12-07,5
N92000002,Northern Ireland,nation,2023-12-06,5
N92000002,Northern Ireland,nation,2023-12-05,4
N92000002,Northern Ireland,nation,2023-12-04,5
N92000002,Northern Ireland,nation,2023-12-03,6
N92000002,Northern Ireland,nation,2023-12-02,5
N92000002,Northern Ireland,nation,2023-12-01,3
N92000002,Northern Ireland,nation,2023-11-30,1
N92000002,Northern Ireland,nation,2023-11-29,5
N92000002,Northern Ireland,nation,2023-11-28,6
N92000002,Northern Ireland,nation,2023-11-27,4
N92000002,Northern Ireland,nation,2023-11-26,2
N92000002,Northern Ireland,nation,2023-11-25,2
N92000002,Northern Ireland,nation,2023-11-24,3
N92000002,Northern Ireland,nation,2023-11-23,4
N92000002,Northern Ireland,nation,2023-11-22,4
N92000002,Northern Ireland,nation,2023-11-21,4
N92000002,Northern Ireland,nation,2023-11-20,2
N92000002,Northern Ireland,nation,2023-11-19,2
N92000002,Northern Ireland,nation,2023-11-18,2
N92000002,Northern Ireland,nation,2023-11-17,3
N92000002,Northern Ireland,nation,2023-11-16,2
N92000002,Northern Ireland,nation,2023-11-15,3
N92000002,Northern Ireland,nation,2023-11-14,5
N92000002,Northern Ireland,nation,2023-11-13,3
N92000002,Northern Ireland,nation,2023-11-12,3
N92000002,Northern Ireland,nation,2023-11-11,1
N92000002,Northern Ireland,nation,2023-11-10,4
N92000002,Northern Ireland,nation,2023-11-09,1
N92000002,Northern Ireland,nation,2023-11-08,9
N92000002,Northern Ireland,nation,2023-11-07,6
N92000002,Northern Ireland,nation,2023-11-06,3
N92000002,Northern Ireland,nation,2023-11-05,3
N92000002,Northern Ireland,nation,2023-11-04,4
N92000002,Northern Ireland,nation,2023-11-03,5
N92000002,Northern Ireland,nation,2023-11-02,3
N92000002,Northern Ireland,nation,2023-11-01,3
N92000002,Northern Ireland,nation,2023-10-31,9
N92000002,Northern Ireland,nation,2023-10-30,4
N92000002,Northern Ireland,nation,2023-10-29,2
N92000002,Northern Ireland,nation,2023-10-28,5
N92000002,Northern Ireland,nation,2023-10-27,2
N92000002,Northern Ireland,nation,2023-10-26,3
N92000002,Northern Ireland,nation,2023-10-25,7
N92000002,Northern Ireland,nation,2023-10-24,7
N92000002,Northern Ireland,nation,2023-10-23,4
N92000002,Northern Ireland,nation,2023-10-22,6
N92000002,Northern Ireland,nation,2023-10-21,4
N92000002,Northern Ireland,nation,2023-10-20,6
N92000002,Northern Ireland,nation,2023-10-19,3
N92000002,Northern Ireland,nation,2023-10-18,8
N92000002,Northern Ireland,nation,2023-10-17,8
N92000002,Northern Ireland,nation,2023-10-16,9
N92000002,Northern Ireland,nation,2023-10-15,6
N92000002,Northern Ireland,nation,2023-10-14,3
N92000002,Northern Ireland,nation,2023-10-13,2
N92000002,Northern Ireland,nation,2023-10-12,6
N92000002,Northern Ireland,nation,2023-10-11,9
N92000002,Northern Ireland,nation,2023-10-10,4
N92000002,Northern Ireland,nation,2023-10-09,11
N92000002,Northern Ireland,nation,2023-10-08,4
N92000002,Northern Ireland,nation,2023-10-07,7
N92000002,Northern Ireland,nation,2023-10-06,13
N92000002,Northern Ireland,nation,2023-10-05,11
N92000002,Northern Ireland,nation,2023-10-04,7
N92000002,Northern Ireland,nation,2023-10-03,14
N92000002,Northern Ireland,nation,2023-10-02,6
N92000002,Northern Ireland,nation,2023-10-01,4
N92000002,Northern Ireland,nation,2023-09-30,8
N92000002,Northern Ireland,nation,2023-09-29,9
N92000002,Northern Ireland,nation,2023-09-28,9
N92000002,Northern Ireland,nation,2023-09-27,11
N92000002,Northern Ireland,nation,2023-09-26,10
N92000002,Northern Ireland,nation,2023-09-25,5
N92000002,Northern Ireland,nation,2023-09-24,6
N92000002,Northern Ireland,nation,2023-09-23,8
N92000002,Northern Ireland,nation,2023-09-22,8
N92000002,Northern Ireland,nation,2023-09-21,5
N92000002,Northern Ireland,nation,2023-09-20,6
N92000002,Northern Ireland,nation,2023-09-19,6
N92000002,Northern Ireland,nation,2023-09-18,10
N92000002,Northern Ireland,nation,2023-09-17,5
N92000002,Northern Ireland,nation,2023-09-16,13
N92000002,Northern Ireland,nation,2023-09-15,6
N92000002,Northern Ireland,nation,2023-09-14,9
N92000002,Northern Ireland,nation,2023-09-13,4
N92000002,Northern Ireland,nation,2023-09-12,8
N92000002,Northern Ireland,nation,2023-09-11,5
N92000002,Northern Ireland,nation,2023-09-10,9
N92000002,Northern Ireland,nation,2023-09-09,6
N92000002,Northern Ireland,nation,2023-09-08,9
N92000002,Northern Ireland,nation,2023-09-07,8
N92000002,Northern Ireland,nation,2023-09-06,5
N92000002,Northern Ireland,nation,2023-09-05,10
N92000002,Northern Ireland,nation,2023-09-04,7
N92000002,Northern Ireland,nation,2023-09-03,9
N92000002,Northern Ireland,nation,2023-09-02,6
N92000002,Northern Ireland,nation,2023-09-01,10
N92000002,Northern Ireland,nation,2023-08-31,5
N92000002,Northern Ireland,nation,2023-08-30,5
N92000002,Northern Ireland,nation,2023-08-29,12
N92000002,Northern Ireland,nation,2023-08-28,9
N92000002,Northern Ireland,nation,2023-08-27,3
N92000002,Northern Ireland,nation,2023-08-26,6
N92000002,Northern Ireland,nation,2023-08-25,6
N92000002,Northern Ireland,nation,2023-08-24,3
N92000002,Northern Ireland,nation,2023-08-23,15
N92000002,Northern Ireland,nation,2023-08-22,15
N92000002,Northern Ireland,nation,2023-08-21,14
N92000002,Northern Ireland,nation,2023-08-20,8
N92000002,Northern Ireland,nation,2023-08-19,9
N92000002,Northern Ireland,nation,2023-08-18,12
N92000002,Northern Ireland,nation,2023-08-17,13
N92000002,Northern Ireland,nation,2023-08-16,9
N92000002,Northern Ireland,nation,2023-08-15,12
N92000002,Northern Ireland,nation,2023-08-14,11
N92000002,Northern Ireland,nation,2023-08-13,14
N92000002,Northern Ireland,nation,2023-08-12,7
N92000002,Northern Ireland,nation,2023-08-11,10
N92000002,Northern Ireland,nation,2023-08-10,13
N92000002,Northern Ireland,nation,2023-08-09,8
N92000002,Northern Ireland,nation,2023-08-08,13
N92000002,Northern Ireland,nation,2023-08-07,15
N92000002,Northern Ireland,nation,2023-08-06,5
N92000002,Northern Ireland,nation,2023-08-05,6
N92000002,Northern Ireland,nation,2023-08-04,3
N92000002,Northern Ireland,nation,2023-08-03,9
N92000002,Northern Ireland,nation,2023-08-02,12
N92000002,Northern Ireland,nation,2023-08-01,10
N92000002,Northern Ireland,nation,2023-07-31,8
N92000002,Northern Ireland,nation,2023-07-30,7
N92000002,Northern Ireland,nation,2023-07-29,3
N92000002,Northern Ireland,nation,2023-07-28,3
N92000002,Northern Ireland,nation,2023-07-27,6
N92000002,Northern Ireland,nation,2023-07-26,7
N92000002,Northern Ireland,nation,2023-07-25,4
N92000002,Northern Ireland,nation,2023-07-24,5
N92000002,Northern Ireland,nation,2023-07-23,4
N92000002,Northern Ireland,nation,2023-07-22,2
N92000002,Northern Ireland,nation,2023-07-21,4
N92000002,Northern Ireland,nation,2023-07-20,4
N92000002,Northern Ireland,nation,2023-07-19,4
N92000002,Northern Ireland,nation,2023-07-18,4
N92000002,Northern Ireland,nation,2023-07-17,6
N92000002,Northern Ireland,nation,2023-07-16,8
N92000002,Northern Ireland,nation,2023-07-15,1
N92000002,Northern Ireland,nation,2023-07-14,3
N92000002,Northern Ireland,nation,2023-07-13,4
N92000002,Northern Ireland,nation,2023-07-12,1
N92000002,Northern Ireland,nation,2023-07-11,4
N92000002,Northern Ireland,nation,2023-07-10,4
N92000002,Northern Ireland,nation,2023-07-09,1
N92000002,Northern Ireland,nation,2023-07-08,3
N92000002,Northern Ireland,nation,2023-07-07,5
N92000002,Northern Ireland,nation,2023-07-06,1
N92000002,Northern Ireland,nation,2023-07-05,2
N92000002,Northern Ireland,nation,2023-07-04,5
N92000002,Northern Ireland,nation,2023-07-03,1
N92000002,Northern Ireland,nation,2023-07-02,0
N92000002,Northern Ireland,nation,2023-07-01,0
N92000002,Northern Ireland,nation,2023-06-30,0
N92000002,Northern Ireland,nation,2023-06-29,1
N92000002,Northern Ireland,nation,2023-06-28,1
N92000002,Northern Ireland,nation,2023-06-27,1
N92000002,Northern Ireland,nation,2023-06-26,2
N92000002,Northern Ireland,nation,2023-06-25,1
N92000002,Northern Ireland,nation,2023-06-24,1
N92000002,Northern Ireland,nation,2023-06-23,2
N92000002,Northern Ireland,nation,2023-06-22,2
N92000002,Northern Ireland,nation,2023-06-21,4
N92000002,Northern Ireland,nation,2023-06-20,1
N92000002,Northern Ireland,nation,2023-06-19,2
N92000002,Northern Ireland,nation,2023-06-18,1
N92000002,Northern Ireland,nation,2023-06-17,2
N92000002,Northern Ireland,nation,2023-06-16,4
N92000002,Northern Ireland,nation,2023-06-15,1
N92000002,Northern Ireland,nation,2023-06-14,6
N92000002,Northern Ireland,nation,2023-06-13,3
N92000002,Northern Ireland,nation,2023-06-12,6
N92000002,Northern Ireland,nation,2023-06-11,2
N92000002,Northern Ireland,nation,2023-06-10,3
N92000002,Northern Ireland,nation,2023-06-09,2
N92000002,Northern Ireland,nation,2023-06-08,3
N92000002,Northern Ireland,nation,2023-06-07,3
N92000002,Northern Ireland,nation,2023-06-06,4
N92000002,Northern Ireland,nation,2023-06-05,5
N92000002,Northern Ireland,nation,2023-06-04,3
N92000002,Northern Ireland,nation,2023-06-03,3
N92000002,Northern Ireland,nation,2023-06-02,0
N92000002,Northern Ireland,nation,2023-06-01,1
N92000002,Northern Ireland,nation,2023-05-31,2
N92000002,Northern Ireland,nation,2023-05-30,4
N92000002,Northern Ireland,nation,2023-05-29,3
N92000002,Northern Ireland,nation,2023-05-28,7
N92000002,Northern Ireland,nation,2023-05-27,3
N92000002,Northern Ireland,nation,2023-05-26,4
N92000002,Northern Ireland,nation,2023-05-25,6
N92000002,Northern Ireland,nation,2023-05-24,5
N92000002,Northern Ireland,nation,2023-05-23,6
N92000002,Northern Ireland,nation,2023-05-22,4
N92000002,Northern Ireland,nation,2023-05-21,2
N92000002,Northern Ireland,nation,2023-05-20,4
N92000002,Northern Ireland,nation,2023-05-19,2
N92000002,Northern Ireland,nation,2023-05-18,5
N92000002,Northern Ireland,nation,2023-05-17,1
N92000002,Northern Ireland,nation,2023-05-16,5
N92000002,Northern Ireland,nation,2023-05-15,5
N92000002,Northern Ireland,nation,2023-05-14,4
N92000002,Northern Ireland,nation,2023-05-13,5
N92000002,Northern Ireland,nation,2023-05-12,8
N92000002,Northern Ireland,nation,2023-05-11,8
N92000002,Northern Ireland,nation,2023-05-10,6
N92000002,Northern Ireland,nation,2023-05-09,5
N92000002,Northern Ireland,nation,2023-05-08,6
N92000002,Northern Ireland,nation,2023-05-07,7
N92000002,Northern Ireland,nation,2023-05-06,4
N92000002,Northern Ireland,nation,2023-05-05,7
N92000002,Northern Ireland,nation,2023-05-04,4
N92000002,Northern Ireland,nation,2023-05-03,3
N92000002,Northern Ireland,nation,2023-05-02,2
N92000002,Northern Ireland,nation,2023-05-01,3
N92000002,Northern Ireland,nation,2023-04-30,6
N92000002,Northern Ireland,nation,2023-04-29,9
N92000002,Northern Ireland,nation,2023-04-28,7
N92000002,Northern Ireland,nation,2023-04-27,8
N92000002,Northern Ireland,nation,2023-04-26,7
N92000002,Northern Ireland,nation,2023-04-25,6
N92000002,Northern Ireland,nation,2023-04-24,9
N92000002,Northern Ireland,nation,2023-04-23,6
N92000002,Northern Ireland,nation,2023-04-22,6
N92000002,Northern Ireland,nation,2023-04-21,6
N92000002,Northern Ireland,nation,2023-04-20,8
N92000002,Northern Ireland,nation,2023-04-19,5
N92000002,Northern Ireland,nation,2023-04-18,6
N92000002,Northern Ireland,nation,2023-04-17,13
N92000002,Northern Ireland,nation,2023-04-16,12
N92000002,Northern Ireland,nation,2023-04-15,6
N92000002,Northern Ireland,nation,2023-04-14,9
N92000002,Northern Ireland,nation,2023-04-13,8
N92000002,Northern Ireland,nation,2023-04-12,8
N92000002,Northern Ireland,nation,2023-04-11,5
N92000002,Northern Ireland,nation,2023-04-10,13
N92000002,Northern Ireland,nation,2023-04-09,7
N92000002,Northern Ireland,nation,2023-04-08,11
N92000002,Northern Ireland,nation,2023-04-07,12
N92000002,Northern Ireland,nation,2023-04-06,7
N92000002,Northern Ireland,nation,2023-04-05,7
N92000002,Northern Ireland,nation,2023-04-04,13
N92000002,Northern Ireland,nation,2023-04-03,14
N92000002,Northern Ireland,nation,2023-04-02,10
N92000002,Northern Ireland,nation,2023-04-01,10
N92000002,Northern Ireland,nation,2023-03-31,9
N92000002,Northern Ireland,nation,2023-03-30,11
N92000002,Northern Ireland,nation,2023-03-29,11
N92000002,Northern Ireland,nation,2023-03-28,13
N92000002,Northern Ireland,nation,2023-03-27,10
N92000002,Northern Ireland,nation,2023-03-26,10
N92000002,Northern Ireland,nation,2023-03-25,9
N92000002,Northern Ireland,nation,2023-03-24,13
N92000002,Northern Ireland,nation,2023-03-23,13
N92000002,Northern Ireland,nation,2023-03-22,10
N92000002,Northern Ireland,nation,2023-03-21,18
N92000002,Northern Ireland,nation,2023-03-20,10
N92000002,Northern Ireland,nation,2023-03-19,6
N92000002,Northern Ireland,nation,2023-03-18,9
N92000002,Northern Ireland,nation,2023-03-17,8
N92000002,Northern Ireland,nation,2023-03-16,10
N92000002,Northern Ireland,nation,2023-03-15,6
N92000002,Northern Ireland,nation,2023-03-14,8
N92000002,Northern Ireland,nation,2023-03-13,9
N92000002,Northern Ireland,nation,2023-03-12,4
N92000002,Northern Ireland,nation,2023-03-11,7
N92000002,Northern Ireland,nation,2023-03-10,8
N92000002,Northern Ireland,nation,2023-03-09,8
N92000002,Northern Ireland,nation,2023-03-08,8
N92000002,Northern Ireland,nation,2023-03-07,5
N92000002,Northern Ireland,nation,2023-03-06,6
N92000002,Northern Ireland,nation,2023-03-05,6
N92000002,Northern Ireland,nation,2023-03-04,5
N92000002,Northern Ireland,nation,2023-03-03,11
N92000002,Northern Ireland,nation,2023-03-02,3
N92000002,Northern Ireland,nation,2023-03-01,5
N92000002,Northern Ireland,nation,2023-02-28,5
N92000002,Northern Ireland,nation,2023-02-27,4
N92000002,Northern Ireland,nation,2023-02-26,2
N92000002,Northern Ireland,nation,2023-02-25,6
N92000002,Northern Ireland,nation,2023-02-24,6
N92000002,Northern Ireland,nation,2023-02-23,2
N92000002,Northern Ireland,nation,2023-02-22,2
N92000002,Northern Ireland,nation,2023-02-21,4
N92000002,Northern Ireland,nation,2023-02-20,4
N92000002,Northern Ireland,nation,2023-02-19,2
N92000002,Northern Ireland,nation,2023-02-18,5
N92000002,Northern Ireland,nation,2023-02-17,5
N92000002,Northern Ireland,nation,2023-02-16,4
N92000002,Northern Ireland,nation,2023-02-15,5
N92000002,Northern Ireland,nation,2023-02-14,9
N92000002,Northern Ireland,nation,2023-02-13,6
N92000002,Northern Ireland,nation,2023-02-12,5
N92000002,Northern Ireland,nation,2023-02-11,6
N92000002,Northern Ireland,nation,2023-02-10,2
N92000002,Northern Ireland,nation,2023-02-09,6
N92000002,Northern Ireland,nation,2023-02-08,2
N92000002,Northern Ireland,nation,2023-02-07,3
N92000002,Northern Ireland,nation,2023-02-06,3
N92000002,Northern Ireland,nation,2023-02-05,4
N92000002,Northern Ireland,nation,2023-02-04,6
N92000002,Northern Ireland,nation,2023-02-03,2
N92000002,Northern Ireland,nation,2023-02-02,3
N92000002,Northern Ireland,nation,2023-02-01,3
N92000002,Northern Ireland,nation,2023-01-31,7
N92000002,Northern Ireland,nation,2023-01-30,7
N92000002,Northern Ireland,nation,2023-01-29,5
N92000002,Northern Ireland,nation,2023-01-28,1
N92000002,Northern Ireland,nation,2023-01-27,2
N92000002,Northern Ireland,nation,2023-01-26,7
N92000002,Northern Ireland,nation,2023-01-25,6
N92000002,Northern Ireland,nation,2023-01-24,4
N92000002,Northern Ireland,nation,2023-01-23,2
N92000002,Northern Ireland,nation,2023-01-22,3
N92000002,Northern Ireland,nation,2023-01-21,4
N92000002,Northern Ireland,nation,2023-01-20,6
N92000002,Northern Ireland,nation,2023-01-19,4
N92000002,Northern Ireland,nation,2023-01-18,7
N92000002,Northern Ireland,nation,2023-01-17,12
N92000002,Northern Ireland,nation,2023-01-16,11
N92000002,Northern Ireland,nation,2023-01-15,10
N92000002,Northern Ireland,nation,2023-01-14,14
N92000002,Northern Ireland,nation,2023-01-13,15
N92000002,Northern Ireland,nation,2023-01-12,14
N92000002,Northern Ireland,nation,2023-01-11,10
N92000002,Northern Ireland,nation,2023-01-10,17
N92000002,Northern Ireland,nation,2023-01-09,19
N92000002,Northern Ireland,nation,2023-01-08,8
N92000002,Northern Ireland,nation,2023-01-07,17
N92000002,Northern Ireland,nation,2023-01-06,17
N92000002,Northern Ireland,nation,2023-01-05,21
N92000002,Northern Ireland,nation,2023-01-04,28
N92000002,Northern Ireland,nation,2023-01-03,13
N92000002,Northern Ireland,nation,2023-01-02,20
N92000002,Northern Ireland,nation,2023-01-01,26
N92000002,Northern Ireland,nation,2022-12-31,31
N92000002,Northern Ireland,nation,2022-12-30,30
N92000002,Northern Ireland,nation,2022-12-29,22
N92000002,Northern Ireland,nation,2022-12-28,26
N92000002,Northern Ireland,nation,2022-12-27,24
N92000002,Northern Ireland,nation,2022-12-26,25
N92000002,Northern Ireland,nation,2022-12-25,9
N92000002,Northern Ireland,nation,2022-12-24,13
N92000002,Northern Ireland,nation,2022-12-23,21
N92000002,Northern Ireland,nation,2022-12-22,19
N92000002,Northern Ireland,nation,2022-12-21,19
N92000002,Northern Ireland,nation,2022-12-20,13
N92000002,Northern Ireland,nation,2022-12-19,22
N92000002,Northern Ireland,nation,2022-12-18,17
N92000002,Northern Ireland,nation,2022-12-17,12
N92000002,Northern Ireland,nation,2022-12-16,21
N92000002,Northern Ireland,nation,2022-12-15,16
N92000002,Northern Ireland,nation,2022-12-14,16
N92000002,Northern Ireland,nation,2022-12-13,18
N92000002,Northern Ireland,nation,2022-12-12,15
N92000002,Northern Ireland,nation,2022-12-11,10
N92000002,Northern Ireland,nation,2022-12-10,11
N92000002,Northern Ireland,nation,2022-12-09,9
N92000002,Northern Ireland,nation,2022-12-08,9
N92000002,Northern Ireland,nation,2022-12-07,11
N92000002,Northern Ireland,nation,2022-12-06,7
N92000002,Northern Ireland,nation,2022-12-05,4
N92000002,Northern Ireland,nation,2022-12-04,7
N92000002,Northern Ireland,nation,2022-12-03,3
N92000002,Northern Ireland,nation,2022-12-02,4
N92000002,Northern Ireland,nation,2022-12-01,12
N92000002,Northern Ireland,nation,2022-11-30,10
N92000002,Northern Ireland,nation,2022-11-29,7
N92000002,Northern Ireland,nation,2022-11-28,8
N92000002,Northern Ireland,nation,2022-11-27,6
N92000002,Northern Ireland,nation,2022-11-26,5
N92000002,Northern Ireland,nation,2022-11-25,5
N92000002,Northern Ireland,nation,2022-11-24,10
N92000002,Northern Ireland,nation,2022-11-23,8
N92000002,Northern Ireland,nation,2022-11-22,14
N92000002,Northern Ireland,nation,2022-11-21,9
N92000002,Northern Ireland,nation,2022-11-20,6
N92000002,Northern Ireland,nation,2022-11-19,10
N92000002,Northern Ireland,nation,2022-11-18,11
N92000002,Northern Ireland,nation,2022-11-17,9
N92000002,Northern Ireland,nation,2022-11-16,4
N92000002,Northern Ireland,nation,2022-11-15,8
N92000002,Northern Ireland,nation,2022-11-14,5
N92000002,Northern Ireland,nation,2022-11-13,9
N92000002,Northern Ireland,nation,2022-11-12,11
N92000002,Northern Ireland,nation,2022-11-11,9
N92000002,Northern Ireland,nation,2022-11-10,8
N92000002,Northern Ireland,nation,2022-11-09,8
N92000002,Northern Ireland,nation,2022-11-08,8
N92000002,Northern Ireland,nation,2022-11-07,9
N92000002,Northern Ireland,nation,2022-11-06,7
N92000002,Northern Ireland,nation,2022-11-05,4
N92000002,Northern Ireland,nation,2022-11-04,10
N92000002,Northern Ireland,nation,2022-11-03,7
N92000002,Northern Ireland,nation,2022-11-02,2
N92000002,Northern Ireland,nation,2022-11-01,12
N92000002,Northern Ireland,nation,2022-10-31,6
N92000002,Northern Ireland,nation,2022-10-30,6
N92000002,Northern Ireland,nation,2022-10-29,13
N92000002,Northern Ireland,nation,2022-10-28,9
N92000002,Northern Ireland,nation,2022-10-27,8
N92000002,Northern Ireland,nation,2022-10-26,10
N92000002,Northern Ireland,nation,2022-10-25,9
N92000002,Northern Ireland,nation,2022-10-24,13
N92000002,Northern Ireland,nation,2022-10-23,10
N92000002,Northern Ireland,nation,2022-10-22,15
N92000002,Northern Ireland,nation,2022-10-21,19
N92000002,Northern Ireland,nation,2022-10-20,12
N92000002,Northern Ireland,nation,2022-10-19,14
N92000002,Northern Ireland,nation,2022-10-18,14
